gene_id	Intercept	condition_adult_pzq_vs_adult_control	condition_juvenile_control_vs_adult_control	condition_juvenile_pzq_vs_adult_control
Smp_000650	9.95731717757722	-0.0405588827755459	-0.22875217906822	-0.131653470896859
Smp_000660	14.518281815601	-0.820517421316867	-0.256254589461526	-0.595116950089727
Smp_000670	12.1041244789656	-0.29742082657932	-0.343666527392694	-0.368718541093038
Smp_000680	9.8080003676755	-0.186445043796682	0.0172980531580873	0.168577109774301
Smp_000690	6.05307085422731	-0.0156109583429149	0.108259449029887	0.165155815451359
Smp_000700	11.2876856244433	-0.18011143656907	-0.606599536246529	-0.750393663376392
Smp_000710	10.9894365355165	-0.168808691813094	-0.136873330721831	-0.253200223054098
Smp_000720	11.3006217196613	0.258091661099826	0.266187214224786	0.313955726802192
Smp_000740	13.0570059685468	-0.00682479476529047	0.0142273249569768	-0.0250036345980317
Smp_000755	11.7204331371495	-0.441696875463747	-0.233605779571271	-0.297811629766376
Smp_000790	9.88923784996514	0.0835921617491657	0.216017750428734	-0.00727578161031357
Smp_000810	10.4019290379363	-0.383127077570631	-0.192019442123169	-0.25233339458933
Smp_000820	12.6559630843835	-0.244122491177917	-0.447496558233895	-0.52277017709407
Smp_000830	4.41922745643227	-0.371477709389823	-0.250610233774072	-0.603929055639874
Smp_000850	11.2557412614954	0.0721094855543113	-0.366720987704324	-0.318606940131676
Smp_000870	9.83926377848018	0.0433815601272368	-0.371727338823524	-0.104188468686069
Smp_000880	12.9059296653493	-0.634629087427724	0.469200011905616	-0.275622727585236
Smp_000900	7.75479269299554	-0.364729686695155	-1.14058125092873	-0.75644727891776
Smp_000910	7.15007024342183	-0.103310415613849	0.762682630956606	0.976221379867167
Smp_000950	8.44247643200855	-3.91390921643888	-3.73211835354087	-4.21634348831052
Smp_000980	11.7792324970541	-0.0153755541713079	-0.0432808339490448	0.0548784367218942
Smp_000990	10.5037036992345	0.260172465437824	0.106223892600295	0.177964835534455
Smp_001000	9.20689230099018	-0.41104340379892	0.0866295454599934	-0.413358601743537
Smp_001020	8.86690042365214	0.188482214534208	-0.310557862629745	-0.40081839824
Smp_001030	9.95865492567004	-0.276888325474	-0.157969462991221	-0.39469367219749
Smp_001040	13.7805615631868	0.136039955187334	-0.061399170495428	-0.00193866076430293
Smp_001070	7.99408291138202	0.446708621220403	0.160172908965521	-0.081297665525111
Smp_001080	9.49087564514798	-0.161408395114963	0.238345139022593	0.244802480164103
Smp_001090	9.98537461280671	0.0413602970705356	0.0614660654567701	0.0504940417093322
Smp_001095	8.95669236113843	0.173950737293165	-0.257863924954978	-0.276215382853513
Smp_001100	12.0746167026077	-1.25952065482632	0.946417122430264	0.170743490784291
Smp_001120	8.82147985598025	-0.314359114508836	-1.85743069941343	-2.31866070407143
Smp_001160	7.43773496124258	-0.0629439972264844	0.634794650528881	0.798740625889099
Smp_001170	12.2409345793816	-0.228649516043958	-0.24779439377398	-0.22760330454187
Smp_001180	10.5573189770773	0.213037633994969	0.415836825981568	0.425457304873856
Smp_001210	8.64380985106586	-0.0957441104915034	-0.687770993040698	-0.506832279704078
Smp_001360	12.2950664043349	-0.205612468676375	-0.317141899075291	-0.33108050483498
Smp_001390	10.4605236242303	0.0769580226832788	-0.244617049677908	-0.176772900043104
Smp_001410	12.2650857141582	-0.671464708538259	-0.526755337126227	-0.780435895361639
Smp_001420	10.4118966318741	-0.0639642799528921	-0.208916090457769	-0.186035927320805
Smp_001500	11.5912008057312	0.540780346668736	-0.347506665305124	-0.0159491454711563
Smp_001530	10.802399113542	-0.000114972940485606	-0.0526158356005145	-0.0926365112904646
Smp_001560	8.79960872011701	0.28483445649346	0.547605923170597	0.611414150419667
Smp_001590	10.4212075599271	-0.13915716312286	-0.224828597595182	-0.173961112506451
Smp_001610	8.67761593247836	0.00341658697196736	0.720792123868399	0.789735914678761
Smp_001640	10.9634998320808	-0.0651867936327794	-0.23674034456897	-0.255103147693676
Smp_001780	8.80463496756648	1.15983448229754	-0.268473555906025	0.519287762330731
Smp_001830	12.6438693121533	-0.179138555295227	-0.35177116536313	-0.435178862495608
Smp_001900	5.31431942817297	-0.877995879855764	-0.743826256331605	-0.599849066454015
Smp_001940	10.2213263877173	0.0567190077226721	-0.58446160662978	-0.560324637507161
Smp_001950	11.431013106986	-0.448918881870182	-0.621996181113424	-0.763747449398629
Smp_001960	10.2821910145462	-0.00031297248002709	-0.0386745013022026	-0.0797331536439017
Smp_001980	5.38719331304911	0.0869886361979507	0.702910593550626	0.0822733708341568
Smp_002010	8.95738688446094	-0.152656096374731	-0.258560095946021	-0.431085150119338
Smp_002060	3.87896504963565	0.222028466741135	-0.278040725071631	-0.699975395218202
Smp_002080	11.8997809520888	0.741819867792953	-0.280258229467222	0.00782547807512298
Smp_002100	12.8165859037112	-1.46689536269418	-0.905216132861057	-1.10926056587057
Smp_002160	9.48494268275296	0.284187553822992	0.20226551667382	0.209711405047463
Smp_002180	12.2719358544255	-0.146544194471919	-0.370017850941616	-0.391392698156832
Smp_002230	10.3079866456836	0.341756993039641	0.276799946630111	0.353475407298887
Smp_002280	11.8518666092419	0.226083582823943	0.095465527040122	0.250592766684227
Smp_002380	11.2983866328511	-0.238064219629628	-0.628445283390136	-0.521228358285214
Smp_002410	12.9834166190621	-0.0108977738295882	0.255082147242783	0.21336036588231
Smp_002510	10.7595705482259	-0.410966101846604	0.25508624064616	-0.132396320606175
Smp_002550	10.9245371405656	-0.082947295370768	-0.24158902187922	-0.128342556046327
Smp_002600	13.455774268597	0.15854468620646	-0.448110243714168	-0.533398412003582
Smp_002640	8.72210044236647	0.0844217135545033	0.154661810355802	0.0612980551786037
Smp_002740	10.8469811424031	-0.0811008715626037	-0.0439743265350259	-0.260175559947151
Smp_002820	10.1902460427953	0.69898081494707	0.832911123906652	0.882438510072186
Smp_002840	11.5989413633593	-0.223764574949863	-0.057721379986376	-0.120486525747445
Smp_002870	9.81476470651067	0.224735730752529	0.0480734131413321	0.0360737739723836
Smp_002880	13.6820610480414	-0.633586598653327	0.458199076494909	-0.0915999603449535
Smp_002920	10.0916388527735	0.706753513951033	-0.36732950603529	0.0932830229744364
Smp_002950	7.92810578196096	-0.114630405137104	0.101555524549142	0.138307099390134
Smp_003000	10.3726013170952	-0.132791063647781	-0.654418161683044	-0.579360889380507
Smp_003130	10.0536850028681	-0.0612383848305811	-0.422643479613512	-0.361513335495113
Smp_003140	11.3919798190015	0.0507742850365173	-0.28795856324546	-0.302828245603888
Smp_003190	6.72713657812599	-0.116252383463672	0.345047350956501	0.48821782062839
Smp_003230	11.5381062213538	-0.29635733657266	0.794107907968451	0.850507113085929
Smp_003250	9.25554394043451	0.0510537233458654	0.272907927775581	0.126617619654151
Smp_003270	9.5206595109238	0.429139702020741	-0.180663347259817	0.128843332745537
Smp_003280	6.19425950514217	-0.520611166612506	-1.28812548294182	-1.14012191572525
Smp_003330	8.81090718770956	0.0291101027518508	0.197007838967254	0.0942842562904718
Smp_003340	11.1810260110045	0.0936822032627965	0.0665767554164534	0.166472356832547
Smp_003410	13.1808507357827	-0.367521522957946	-0.310365897452754	-0.405516308237244
Smp_003440	10.5839301014616	-1.02222087071593	-0.000168349852897522	-0.331357673782955
Smp_003600	5.6465830115716	0.144711316798739	-0.142999554250165	-1.43947832497483
Smp_003610	11.158703445863	0.331245700087323	0.0613272975327494	0.0867530102455331
Smp_003620	11.4065625176164	0.309918872071081	-0.0776371311750862	0.172150403321235
Smp_003630	11.1362007411738	0.165130295681268	0.155071723497791	0.149077354620944
Smp_003660	12.9154483136475	0.215456328418243	0.462062388112265	0.341515207556895
Smp_003670	10.0533483016058	0.00939529396679823	-0.219014235070736	-0.176693164446852
Smp_003700	10.7690232143422	-0.0329826659520236	-0.110870900989096	-0.172080627686479
Smp_003710	13.2810491704265	-0.223840769993272	0.117645263076562	0.0321613996127832
Smp_003770	13.5630550378985	0.212093951856331	0.0539249940031509	0.199860777342579
Smp_003860	9.8699430887671	-0.0594298866518345	-0.518402727852798	-0.430651090551729
Smp_003900	7.73268063385325	-0.394100436046231	-0.437408456695541	-0.50464494649942
Smp_003930	7.87112100984385	0.0143875445841392	0.676704357065044	0.683547967667576
Smp_003940	8.72222478845972	0.0820352758181034	-0.308978862116577	-0.199393171496872
Smp_003970	12.0224061204835	-0.402891427227701	-0.386389185282445	-0.41333247020343
Smp_003980	11.2324951196829	-0.125954225636188	0.129197680837849	0.153152139616597
Smp_003990	13.9353448637053	-0.23033130754785	0.0419109564812326	-0.181045796021602
Smp_004000	8.56442245400803	-0.218893399300851	-0.562768607656807	-0.525901865504785
Smp_004060	8.09371337105953	-0.254108352851059	-0.321486457822974	-0.525221354942294
Smp_004070	7.47988540551228	-1.16534016237417	-0.881628066231574	-1.00300582020151
Smp_004080	10.138418744778	0.253188131364055	-0.27848584289938	-0.392597690289094
Smp_004160	6.73236925876133	0.031003626269254	1.05243709083539	0.987659206367339
Smp_004170	11.0767548689736	0.0945618682991068	0.468097223096077	0.531257419604657
Smp_004190	11.2856791530518	-0.432930160687274	0.503628306315734	0.331889897840871
Smp_004200	11.4606837273592	-0.33181256908246	-1.21116966923798	-1.22946609199661
Smp_004220	11.9173159384533	0.043479612806546	-0.0689522253170921	-0.0622138576943939
Smp_004260	10.3890039133821	-0.0793746423236333	0.0714267770522016	0.0575102015752111
Smp_004310	13.2794654090622	-0.0774478767319192	-0.220706259291282	-0.281411828071893
Smp_004350	11.8464968721177	-0.193804700939115	-0.396133070049398	-0.52058969795826
Smp_004360	11.6306217520384	-0.196327186101332	-0.307273450699942	-0.307653150359848
Smp_004420	10.3882050463737	0.0842855515686415	-0.668141697260512	-0.416617978547236
Smp_004440	8.32032626404678	-0.239559820160744	0.0480849599235189	-0.0926617562672038
Smp_004470	12.1211604024272	-0.460856873034355	-0.173069801566209	-0.486179016126084
Smp_004480	12.212730584366	0.022722435183143	0.049631440436414	0.118193981387504
Smp_004550	12.1162736707429	-0.297875448573077	0.304141233068669	-0.00291549226477037
Smp_004590	9.02388013720785	0.1701696150115	0.225443213842492	-0.216414200307207
