run_accession	biological_sample_id	biosample	technical_unit	r1_file	r2_file	condition	sex	tissue_context	pairing_state	replicate
ERR11178384	f_2d_somules_r2	SAMEA7225763	lane_2	ERR11178384_1.fastq.gz	ERR11178384_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	2
ERR11178303	f_2d_somules_r3	SAMEA7225765	lane_1	ERR11178303_1.fastq.gz	ERR11178303_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	3
ERR11178393	f_2d_somules_r3	SAMEA7225765	lane_2	ERR11178393_1.fastq.gz	ERR11178393_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	3
ERR11178312	f_2d_somules_r4	SAMEA7225767	lane_1	ERR11178312_1.fastq.gz	ERR11178312_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	4
ERR11178402	f_2d_somules_r4	SAMEA7225767	lane_2	ERR11178402_1.fastq.gz	ERR11178402_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	4
ERR11178321	f_2d_somules_r5	SAMEA7225769	lane_1	ERR11178321_1.fastq.gz	ERR11178321_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	5
ERR11178411	f_2d_somules_r5	SAMEA7225769	lane_2	ERR11178411_1.fastq.gz	ERR11178411_2.fastq.gz	schistosomulum_2d_female	female	whole_organism	not_applicable	5
ERR11178308	f_32d_sporocysts_r1	SAMEA7225703	lane_1	ERR11178308_1.fastq.gz	ERR11178308_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	1
ERR11178398	f_32d_sporocysts_r1	SAMEA7225703	lane_2	ERR11178398_1.fastq.gz	ERR11178398_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	1
ERR11178317	f_32d_sporocysts_r2	SAMEA7225705	lane_1	ERR11178317_1.fastq.gz	ERR11178317_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	2
ERR11178407	f_32d_sporocysts_r2	SAMEA7225705	lane_2	ERR11178407_1.fastq.gz	ERR11178407_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	2
ERR11178325	f_32d_sporocysts_r3	SAMEA7225707	lane_1	ERR11178325_1.fastq.gz	ERR11178325_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	3
ERR11178415	f_32d_sporocysts_r3	SAMEA7225707	lane_2	ERR11178415_1.fastq.gz	ERR11178415_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	3
ERR11178334	f_32d_sporocysts_r4	SAMEA7225709	lane_1	ERR11178334_1.fastq.gz	ERR11178334_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	4
ERR11178424	f_32d_sporocysts_r4	SAMEA7225709	lane_2	ERR11178424_1.fastq.gz	ERR11178424_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	4
ERR11178272	f_32d_sporocysts_r5	SAMEA7225711	lane_1	ERR11178272_1.fastq.gz	ERR11178272_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	5
ERR11178362	f_32d_sporocysts_r5	SAMEA7225711	lane_2	ERR11178362_1.fastq.gz	ERR11178362_2.fastq.gz	sporocyst_32d_female	female	whole_organism	not_applicable	5
ERR11178343	f_cercariae_r1	SAMEA7225733	lane_1	ERR11178343_1.fastq.gz	ERR11178343_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	1
ERR11178433	f_cercariae_r1	SAMEA7225733	lane_2	ERR11178433_1.fastq.gz	ERR11178433_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	1
ERR11178347	f_cercariae_r2	SAMEA7225735	lane_1	ERR11178347_1.fastq.gz	ERR11178347_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	2
ERR11178437	f_cercariae_r2	SAMEA7225735	lane_2	ERR11178437_1.fastq.gz	ERR11178437_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	2
ERR11178349	f_cercariae_r3	SAMEA7225736	lane_1	ERR11178349_1.fastq.gz	ERR11178349_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	3
ERR11178439	f_cercariae_r3	SAMEA7225736	lane_2	ERR11178439_1.fastq.gz	ERR11178439_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	3
ERR11178351	f_cercariae_r4	SAMEA7225739	lane_1	ERR11178351_1.fastq.gz	ERR11178351_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	4
ERR11178441	f_cercariae_r4	SAMEA7225739	lane_2	ERR11178441_1.fastq.gz	ERR11178441_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	4
ERR11178353	f_cercariae_r5	SAMEA7225743	lane_1	ERR11178353_1.fastq.gz	ERR11178353_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	5
ERR11178443	f_cercariae_r5	SAMEA7225743	lane_2	ERR11178443_1.fastq.gz	ERR11178443_2.fastq.gz	cercaria_female	female	whole_organism	not_applicable	5
ERR11178307	m_26d_juveniles_r1	SAMEA7225797	lane_1	ERR11178307_1.fastq.gz	ERR11178307_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	1
ERR11178397	m_26d_juveniles_r1	SAMEA7225797	lane_2	ERR11178397_1.fastq.gz	ERR11178397_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	1
ERR11178316	m_26d_juveniles_r2	SAMEA7225798	lane_1	ERR11178316_1.fastq.gz	ERR11178316_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	2
ERR11178406	m_26d_juveniles_r2	SAMEA7225798	lane_2	ERR11178406_1.fastq.gz	ERR11178406_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	2
ERR11178324	m_26d_juveniles_r3	SAMEA7225801	lane_1	ERR11178324_1.fastq.gz	ERR11178324_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	3
ERR11178414	m_26d_juveniles_r3	SAMEA7225801	lane_2	ERR11178414_1.fastq.gz	ERR11178414_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	3
ERR11178333	m_26d_juveniles_r4	SAMEA7225804	lane_1	ERR11178333_1.fastq.gz	ERR11178333_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	4
ERR11178423	m_26d_juveniles_r4	SAMEA7225804	lane_2	ERR11178423_1.fastq.gz	ERR11178423_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	4
ERR11178271	m_26d_juveniles_r5	SAMEA7225805	lane_1	ERR11178271_1.fastq.gz	ERR11178271_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	5
ERR11178361	m_26d_juveniles_r5	SAMEA7225805	lane_2	ERR11178361_1.fastq.gz	ERR11178361_2.fastq.gz	juvenile_26d_male	male	whole_organism	not_applicable	5
ERR11178329	m_2d_somules_r1	SAMEA7225771	lane_1	ERR11178329_1.fastq.gz	ERR11178329_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	1
ERR11178419	m_2d_somules_r1	SAMEA7225771	lane_2	ERR11178419_1.fastq.gz	ERR11178419_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	1
ERR11178267	m_2d_somules_r2	SAMEA7225773	lane_1	ERR11178267_1.fastq.gz	ERR11178267_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	2
ERR11178357	m_2d_somules_r2	SAMEA7225773	lane_2	ERR11178357_1.fastq.gz	ERR11178357_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	2
ERR11178277	m_2d_somules_r3	SAMEA7225775	lane_1	ERR11178277_1.fastq.gz	ERR11178277_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	3
ERR11178367	m_2d_somules_r3	SAMEA7225775	lane_2	ERR11178367_1.fastq.gz	ERR11178367_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	3
ERR11178287	m_2d_somules_r4	SAMEA7225777	lane_1	ERR11178287_1.fastq.gz	ERR11178287_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	4
ERR11178377	m_2d_somules_r4	SAMEA7225777	lane_2	ERR11178377_1.fastq.gz	ERR11178377_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	4
ERR11178296	m_2d_somules_r5	SAMEA7225779	lane_1	ERR11178296_1.fastq.gz	ERR11178296_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	5
ERR11178386	m_2d_somules_r5	SAMEA7225779	lane_2	ERR11178386_1.fastq.gz	ERR11178386_2.fastq.gz	schistosomulum_2d_male	male	whole_organism	not_applicable	5
ERR11178282	m_32d_sporocysts_r1	SAMEA7225713	lane_1	ERR11178282_1.fastq.gz	ERR11178282_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	1
ERR11178372	m_32d_sporocysts_r1	SAMEA7225713	lane_2	ERR11178372_1.fastq.gz	ERR11178372_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	1
ERR11178292	m_32d_sporocysts_r2	SAMEA7225715	lane_1	ERR11178292_1.fastq.gz	ERR11178292_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	2
ERR11178382	m_32d_sporocysts_r2	SAMEA7225715	lane_2	ERR11178382_1.fastq.gz	ERR11178382_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	2
ERR11178301	m_32d_sporocysts_r3	SAMEA7225717	lane_1	ERR11178301_1.fastq.gz	ERR11178301_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	3
ERR11178391	m_32d_sporocysts_r3	SAMEA7225717	lane_2	ERR11178391_1.fastq.gz	ERR11178391_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	3
ERR11178310	m_32d_sporocysts_r4	SAMEA7225718	lane_1	ERR11178310_1.fastq.gz	ERR11178310_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	4
ERR11178400	m_32d_sporocysts_r4	SAMEA7225718	lane_2	ERR11178400_1.fastq.gz	ERR11178400_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	4
ERR11178319	m_32d_sporocysts_r5	SAMEA7225721	lane_1	ERR11178319_1.fastq.gz	ERR11178319_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	5
ERR11178409	m_32d_sporocysts_r5	SAMEA7225721	lane_2	ERR11178409_1.fastq.gz	ERR11178409_2.fastq.gz	sporocyst_32d_male	male	whole_organism	not_applicable	5
ERR11178274	m_cercariae_r1	SAMEA7225745	lane_1	ERR11178274_1.fastq.gz	ERR11178274_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	1
ERR11178364	m_cercariae_r1	SAMEA7225745	lane_2	ERR11178364_1.fastq.gz	ERR11178364_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	1
ERR11178284	m_cercariae_r2	SAMEA7225747	lane_1	ERR11178284_1.fastq.gz	ERR11178284_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	2
ERR11178374	m_cercariae_r2	SAMEA7225747	lane_2	ERR11178374_1.fastq.gz	ERR11178374_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	2
ERR11178293	m_cercariae_r3	SAMEA7225749	lane_1	ERR11178293_1.fastq.gz	ERR11178293_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	3
ERR11178383	m_cercariae_r3	SAMEA7225749	lane_2	ERR11178383_1.fastq.gz	ERR11178383_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	3
ERR11178302	m_cercariae_r4	SAMEA7225751	lane_1	ERR11178302_1.fastq.gz	ERR11178302_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	4
ERR11178392	m_cercariae_r4	SAMEA7225751	lane_2	ERR11178392_1.fastq.gz	ERR11178392_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	4
ERR11178311	m_cercariae_r5	SAMEA7225753	lane_1	ERR11178311_1.fastq.gz	ERR11178311_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	5
ERR11178401	m_cercariae_r5	SAMEA7225753	lane_2	ERR11178401_1.fastq.gz	ERR11178401_2.fastq.gz	cercaria_male	male	whole_organism	not_applicable	5
ERR11178288	x_1d_sporocysts_r1	SAMEA7225686	lane_1	ERR11178288_1.fastq.gz	ERR11178288_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	1
ERR11178378	x_1d_sporocysts_r1	SAMEA7225686	lane_2	ERR11178378_1.fastq.gz	ERR11178378_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	1
ERR11178297	x_1d_sporocysts_r2	SAMEA7225684	lane_1	ERR11178297_1.fastq.gz	ERR11178297_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	2
ERR11178387	x_1d_sporocysts_r2	SAMEA7225684	lane_2	ERR11178387_1.fastq.gz	ERR11178387_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	2
ERR11178306	x_1d_sporocysts_r3	SAMEA7225688	lane_1	ERR11178306_1.fastq.gz	ERR11178306_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	3
ERR11178396	x_1d_sporocysts_r3	SAMEA7225688	lane_2	ERR11178396_1.fastq.gz	ERR11178396_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	3
ERR11178315	x_1d_sporocysts_r4	SAMEA7225690	lane_1	ERR11178315_1.fastq.gz	ERR11178315_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	4
ERR11178405	x_1d_sporocysts_r4	SAMEA7225690	lane_2	ERR11178405_1.fastq.gz	ERR11178405_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	4
ERR11178264	x_1d_sporocysts_r5	SAMEA7225693	lane_1	ERR11178264_1.fastq.gz	ERR11178264_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	5
ERR11178354	x_1d_sporocysts_r5	SAMEA7225693	lane_2	ERR11178354_1.fastq.gz	ERR11178354_2.fastq.gz	sporocyst_1d_mixed	mixed	whole_organism	not_applicable	5
ERR11178305	x_2d_somules_r1	SAMEA7225782	lane_1	ERR11178305_1.fastq.gz	ERR11178305_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	1
ERR11178395	x_2d_somules_r1	SAMEA7225782	lane_2	ERR11178395_1.fastq.gz	ERR11178395_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	1
ERR11178314	x_2d_somules_r2	SAMEA7225783	lane_1	ERR11178314_1.fastq.gz	ERR11178314_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	2
ERR11178404	x_2d_somules_r2	SAMEA7225783	lane_2	ERR11178404_1.fastq.gz	ERR11178404_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	2
ERR11178323	x_2d_somules_r3	SAMEA7225784	lane_1	ERR11178323_1.fastq.gz	ERR11178323_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	3
ERR11178413	x_2d_somules_r3	SAMEA7225784	lane_2	ERR11178413_1.fastq.gz	ERR11178413_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	3
ERR11178281	x_2d_somules_r4	SAMEA7225806	lane_1	ERR11178281_1.fastq.gz	ERR11178281_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	4
ERR11178371	x_2d_somules_r4	SAMEA7225806	lane_2	ERR11178371_1.fastq.gz	ERR11178371_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	4
ERR11178291	x_2d_somules_r5	SAMEA7225809	lane_1	ERR11178291_1.fastq.gz	ERR11178291_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	5
ERR11178381	x_2d_somules_r5	SAMEA7225809	lane_2	ERR11178381_1.fastq.gz	ERR11178381_2.fastq.gz	schistosomulum_2d_mixed	mixed	whole_organism	not_applicable	5
ERR11178327	x_32d_sporocysts_r1	SAMEA7225724	lane_1	ERR11178327_1.fastq.gz	ERR11178327_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	1
ERR11178417	x_32d_sporocysts_r1	SAMEA7225724	lane_2	ERR11178417_1.fastq.gz	ERR11178417_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	1
ERR11178336	x_32d_sporocysts_r2	SAMEA7225725	lane_1	ERR11178336_1.fastq.gz	ERR11178336_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	2
ERR11178426	x_32d_sporocysts_r2	SAMEA7225725	lane_2	ERR11178426_1.fastq.gz	ERR11178426_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	2
ERR11178341	x_32d_sporocysts_r3	SAMEA7225729	lane_1	ERR11178341_1.fastq.gz	ERR11178341_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	3
ERR11178431	x_32d_sporocysts_r3	SAMEA7225729	lane_2	ERR11178431_1.fastq.gz	ERR11178431_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	3
ERR11178345	x_32d_sporocysts_r4	SAMEA7225727	lane_1	ERR11178345_1.fastq.gz	ERR11178345_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	4
ERR11178435	x_32d_sporocysts_r4	SAMEA7225727	lane_2	ERR11178435_1.fastq.gz	ERR11178435_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	4
ERR11178342	x_32d_sporocysts_r5	SAMEA7225731	lane_1	ERR11178342_1.fastq.gz	ERR11178342_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	5
ERR11178432	x_32d_sporocysts_r5	SAMEA7225731	lane_2	ERR11178432_1.fastq.gz	ERR11178432_2.fastq.gz	sporocyst_32d_mixed	mixed	whole_organism	not_applicable	5
ERR11178332	x_5d_sporocysts_r1	SAMEA7225692	lane_1	ERR11178332_1.fastq.gz	ERR11178332_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	1
ERR11178422	x_5d_sporocysts_r1	SAMEA7225692	lane_2	ERR11178422_1.fastq.gz	ERR11178422_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	1
ERR11178270	x_5d_sporocysts_r2	SAMEA7225697	lane_1	ERR11178270_1.fastq.gz	ERR11178270_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	2
ERR11178360	x_5d_sporocysts_r2	SAMEA7225697	lane_2	ERR11178360_1.fastq.gz	ERR11178360_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	2
ERR11178280	x_5d_sporocysts_r3	SAMEA7225696	lane_1	ERR11178280_1.fastq.gz	ERR11178280_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	3
ERR11178370	x_5d_sporocysts_r3	SAMEA7225696	lane_2	ERR11178370_1.fastq.gz	ERR11178370_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	3
ERR11178290	x_5d_sporocysts_r4	SAMEA7225699	lane_1	ERR11178290_1.fastq.gz	ERR11178290_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	4
ERR11178380	x_5d_sporocysts_r4	SAMEA7225699	lane_2	ERR11178380_1.fastq.gz	ERR11178380_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	4
ERR11178299	x_5d_sporocysts_r5	SAMEA7225701	lane_1	ERR11178299_1.fastq.gz	ERR11178299_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	5
ERR11178389	x_5d_sporocysts_r5	SAMEA7225701	lane_2	ERR11178389_1.fastq.gz	ERR11178389_2.fastq.gz	sporocyst_5d_mixed	mixed	whole_organism	not_applicable	5
ERR11178320	x_cercariae_r1	SAMEA7225755	lane_1	ERR11178320_1.fastq.gz	ERR11178320_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	1
ERR11178410	x_cercariae_r1	SAMEA7225755	lane_2	ERR11178410_1.fastq.gz	ERR11178410_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	1
ERR11178328	x_cercariae_r2	SAMEA7225757	lane_1	ERR11178328_1.fastq.gz	ERR11178328_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	2
ERR11178418	x_cercariae_r2	SAMEA7225757	lane_2	ERR11178418_1.fastq.gz	ERR11178418_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	2
ERR11178337	x_cercariae_r3	SAMEA7225740	lane_1	ERR11178337_1.fastq.gz	ERR11178337_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	3
ERR11178427	x_cercariae_r3	SAMEA7225740	lane_2	ERR11178427_1.fastq.gz	ERR11178427_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	3
ERR11178265	x_cercariae_r4	SAMEA7225741	lane_1	ERR11178265_1.fastq.gz	ERR11178265_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	4
ERR11178355	x_cercariae_r4	SAMEA7225741	lane_2	ERR11178355_1.fastq.gz	ERR11178355_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	4
ERR11178275	x_cercariae_r5	SAMEA7225759	lane_1	ERR11178275_1.fastq.gz	ERR11178275_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	5
ERR11178365	x_cercariae_r5	SAMEA7225759	lane_2	ERR11178365_1.fastq.gz	ERR11178365_2.fastq.gz	cercaria_mixed	mixed	whole_organism	not_applicable	5
ERR11178266	x_eggs_r1	SAMEA7225666	lane_1	ERR11178266_1.fastq.gz	ERR11178266_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	1
ERR11178356	x_eggs_r1	SAMEA7225666	lane_2	ERR11178356_1.fastq.gz	ERR11178356_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	1
ERR11178276	x_eggs_r2	SAMEA7225663	lane_1	ERR11178276_1.fastq.gz	ERR11178276_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	2
ERR11178366	x_eggs_r2	SAMEA7225663	lane_2	ERR11178366_1.fastq.gz	ERR11178366_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	2
ERR11178286	x_eggs_r3	SAMEA7225668	lane_1	ERR11178286_1.fastq.gz	ERR11178286_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	3
ERR11178376	x_eggs_r3	SAMEA7225668	lane_2	ERR11178376_1.fastq.gz	ERR11178376_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	3
ERR11178295	x_eggs_r4	SAMEA7225670	lane_1	ERR11178295_1.fastq.gz	ERR11178295_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	4
ERR11178385	x_eggs_r4	SAMEA7225670	lane_2	ERR11178385_1.fastq.gz	ERR11178385_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	4
ERR11178304	x_eggs_r5	SAMEA7225672	lane_1	ERR11178304_1.fastq.gz	ERR11178304_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	5
ERR11178394	x_eggs_r5	SAMEA7225672	lane_2	ERR11178394_1.fastq.gz	ERR11178394_2.fastq.gz	egg_mixed	mixed	whole_organism	not_applicable	5
ERR11178313	x_miracidia_r1	SAMEA7225674	lane_1	ERR11178313_1.fastq.gz	ERR11178313_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	1
ERR11178403	x_miracidia_r1	SAMEA7225674	lane_2	ERR11178403_1.fastq.gz	ERR11178403_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	1
ERR11178322	x_miracidia_r2	SAMEA7225677	lane_1	ERR11178322_1.fastq.gz	ERR11178322_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	2
ERR11178412	x_miracidia_r2	SAMEA7225677	lane_2	ERR11178412_1.fastq.gz	ERR11178412_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	2
ERR11178330	x_miracidia_r3	SAMEA7225678	lane_1	ERR11178330_1.fastq.gz	ERR11178330_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	3
ERR11178420	x_miracidia_r3	SAMEA7225678	lane_2	ERR11178420_1.fastq.gz	ERR11178420_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	3
ERR11178268	x_miracidia_r4	SAMEA7225681	lane_1	ERR11178268_1.fastq.gz	ERR11178268_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	4
ERR11178358	x_miracidia_r4	SAMEA7225681	lane_2	ERR11178358_1.fastq.gz	ERR11178358_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	4
ERR11178278	x_miracidia_r5	SAMEA7225682	lane_1	ERR11178278_1.fastq.gz	ERR11178278_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	5
ERR11178368	x_miracidia_r5	SAMEA7225682	lane_2	ERR11178368_1.fastq.gz	ERR11178368_2.fastq.gz	miracidium_mixed	mixed	whole_organism	not_applicable	5
