	PRJNA597909__adult_control_r1	PRJNA597909__adult_control_r2	PRJNA597909__adult_control_r3	PRJNA597909__adult_control_r4	PRJNA597909__adult_control_r5	PRJNA597909__adult_pzq_r1	PRJNA597909__adult_pzq_r2	PRJNA597909__adult_pzq_r3	PRJNA597909__adult_pzq_r4	PRJNA597909__adult_pzq_r5	PRJNA597909__juvenile_control_r1	PRJNA597909__juvenile_control_r2	PRJNA597909__juvenile_control_r3	PRJNA597909__juvenile_control_r4	PRJNA597909__juvenile_control_r5	PRJNA597909__juvenile_pzq_r1	PRJNA597909__juvenile_pzq_r2	PRJNA597909__juvenile_pzq_r3	PRJNA597909__juvenile_pzq_r4	PRJNA597909__juvenile_pzq_r5
Smp_000510	856.975916816252	818.335394469507	702.356824964572	775.527213492946	690.765799075077	667.740392127794	628.957216471971	660.689444957713	688.061778154305	655.338734304092	1132.46946671476	1026.91708589827	1036.04391328275	1041.76516614009	1030.59919240356	910.91819989716	871.868030439181	856.258807895222	865.69890672359	919.591971599435
Smp_000580	184.743115250456	169.860901833694	145.610561273143	164.799532867251	130.826855885431	151.487372542425	143.06752134341	179.302150254011	205.800249435113	119.458408563775	322.350859439407	314.025074550437	309.946191630613	314.281281575398	281.690636943479	316.974914153404	345.645267467629	296.164811201406	233.353255241979	272.113179900184
Smp_000590	1852.26735971007	1893.80828674251	1838.690224704	1757.53854757839	1806.45722606604	1638.45552934044	1671.82046953494	1691.67680891827	1631.386526638	1754.01959053149	2050.74527024938	1941.44625037849	1853.17478212709	1786.76636803849	1828.07509906079	1825.93963492899	1698.31472765345	1789.07722684931	1773.06803759753	1944.58746742898
Smp_000600	1132.63972753028	1386.10249728379	1202.00090776457	1292.22221948262	1291.52272130098	1149.11145093037	1108.5483414785	1190.80015005653	1210.07013616354	1284.59852025975	1210.93645223619	1194.3971256585	1144.41670755919	1260.21641759578	1355.02909840053	1243.28024580558	1115.59225749969	1188.68869801925	1291.77694866095	1191.70515149962
Smp_000620	8.70517296991678	16.8922443812513	6.66192110400001	6.78586311806328	14.6526078591683	19.9325490187401	12.5971402440738	18.5148959501424	15.8987317160173	12.6188459750467	6.36218801525145	7.71289656790547	10.8372794276438	17.5173173337107	17.4842464309746	22.5677932406954	26.58809749751	21.154629371529	27.0856456977297	18.2842848154274
Smp_000630	211.825875601308	171.737817876055	175.113354733714	183.218304187709	198.856820945856	238.193960773944	208.752609758938	166.634063551282	209.333300927561	244.805611915906	203.590016488046	177.396621061826	192.90357381206	197.842642827792	175.813811333689	214.394035786606	229.322340916023	241.767192817474	203.142342732972	225.864694778809
Smp_000640	1594.98113637697	1558.77877318102	1547.46910215772	1678.04700819536	1684.00328895727	1563.70847052016	1611.53415550973	1513.34912687217	1417.63691134488	1470.51618429211	1965.9160967127	1841.17859499572	1678.69458334202	1448.78518654102	1479.36151746524	1710.02324237451	1495.58048423494	1583.57511295446	1733.4813246547	1842.41058169571
Smp_000650	1024.30868612687	1005.08854068445	1026.88755303086	1009.1547865577	903.228613033018	922.877019567667	962.781432939927	1008.57459517881	907.110970686099	1030.53908796215	950.086743610882	860.538888504882	774.865479076532	845.983384175088	811.074764992432	943.744080974535	866.328843460533	907.634336368935	894.868063628838	923.894156261888
Smp_000660	23297.9445918206	23859.3567304963	23378.5845599657	23303.6233564462	23490.223627941	13920.8922346881	13454.6455764026	12220.8057953019	12809.9614487444	14029.6329550569	20972.9527922764	20180.2429487412	19523.3588889003	18717.7687862856	18842.1895704469	17481.8332912696	15722.4283201942	14451.6339506645	12768.798435272	17247.4583117761
Smp_000670	4532.49339300334	4241.83025573643	4354.04129297143	4565.91646943972	4318.33285906632	3571.91278415823	3735.95187809961	3558.75789525895	3523.33560084406	3522.3405398347	3317.88104995363	3469.70161319062	3492.8551595296	3571.4718752142	3493.93524512309	3563.65971446254	3418.78620322149	3424.02786827748	3222.15008242607	3419.16126048492
