dataset,sample_id,file_prefix,run_accession,condition,stage,tissue,sex,infection_mode,treatment,time_hours,batch,replicate,biosample,library_name,technical_unit
PRJEB32839,x_cercariae_r3,x_cercariae_r3,ERR11178337,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225740,NT1631326Q,lane_1
PRJEB32839,x_cercariae_r3,x_cercariae_r3,ERR11178427,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225740,NT1631326Q,lane_2
PRJEB32839,x_cercariae_r4,x_cercariae_r4,ERR11178265,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225741,NT1631327R,lane_1
PRJEB32839,x_cercariae_r4,x_cercariae_r4,ERR11178355,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225741,NT1631327R,lane_2
PRJEB32839,x_cercariae_r5,x_cercariae_r5,ERR11178275,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225759,NT1631328S,lane_1
PRJEB32839,x_cercariae_r5,x_cercariae_r5,ERR11178365,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225759,NT1631328S,lane_2
PRJEB32839,x_eggs_r1,x_eggs_r1,ERR11178266,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225666,NT1631279D,lane_1
PRJEB32839,x_eggs_r1,x_eggs_r1,ERR11178356,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225666,NT1631279D,lane_2
PRJEB32839,x_eggs_r2,x_eggs_r2,ERR11178276,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225663,NT1631280T,lane_1
PRJEB32839,x_eggs_r2,x_eggs_r2,ERR11178366,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225663,NT1631280T,lane_2
PRJEB32839,x_eggs_r3,x_eggs_r3,ERR11178286,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225668,NT1631281U,lane_1
PRJEB32839,x_eggs_r3,x_eggs_r3,ERR11178376,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225668,NT1631281U,lane_2
PRJEB32839,x_eggs_r4,x_eggs_r4,ERR11178295,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225670,NT1631282V,lane_1
PRJEB32839,x_eggs_r4,x_eggs_r4,ERR11178385,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225670,NT1631282V,lane_2
PRJEB32839,x_eggs_r5,x_eggs_r5,ERR11178304,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225672,NT1631283W,lane_1
PRJEB32839,x_eggs_r5,x_eggs_r5,ERR11178394,egg_mixed,egg,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225672,NT1631283W,lane_2
PRJEB32839,x_miracidia_r1,x_miracidia_r1,ERR11178313,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225674,NT1631284A,lane_1
PRJEB32839,x_miracidia_r1,x_miracidia_r1,ERR11178403,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225674,NT1631284A,lane_2
PRJEB32839,x_miracidia_r2,x_miracidia_r2,ERR11178322,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225677,NT1631285B,lane_1
PRJEB32839,x_miracidia_r2,x_miracidia_r2,ERR11178412,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225677,NT1631285B,lane_2
PRJEB32839,x_miracidia_r3,x_miracidia_r3,ERR11178330,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225678,NT1631286C,lane_1
PRJEB32839,x_miracidia_r3,x_miracidia_r3,ERR11178420,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225678,NT1631286C,lane_2
PRJEB32839,x_miracidia_r4,x_miracidia_r4,ERR11178268,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225681,NT1631287D,lane_1
PRJEB32839,x_miracidia_r4,x_miracidia_r4,ERR11178358,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225681,NT1631287D,lane_2
PRJEB32839,x_miracidia_r5,x_miracidia_r5,ERR11178278,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225682,NT1631288E,lane_1
PRJEB32839,x_miracidia_r5,x_miracidia_r5,ERR11178368,miracidium_mixed,miracidium,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225682,NT1631288E,lane_2
